0.644510,0.556035,0.754016,0.246968,0.419331,0.514409,0.610588
0.162867,0.587006,0.328695,0.559017,0.145546,0.574285,0.226995
0.296578,0.119676,0.550765,0.489569,0.610733,0.563219,0.758128
0.685654,0.576131,0.141695,0.621956,0.655731,0.297261,0.029966
