0.569714,-0.523909,0.460849,0.713253,0.669528,0.351678,0.514409,0.710998
0.260000,-0.190700,0.025098,0.110018,0.174856,0.305840,0.574286,0.360544
0.779120,-0.709398,0.596761,0.314124,0.721180,0.613604,0.563215,0.594460
0.028243,-0.431170,0.656403,0.616841,0.032515,0.637397,0.297266,0.105395
